NU_INSCRICAO,Q002,TP_ANO_CONCLUIU,Q006,NU_NOTA_LC,TP_LINGUA,Q024,Q001,ATEND_ESPE1,CO_UF_RESIDENCIA,NU_NOTA_CH,NU_NOTA_CN,ATEND_ESPE2,NU_NOTA_MT,IN_TREINEIRO,NU_IDADE,TP_COR_RACA_A,TP_COR_RACA_B,TP_COR_RACA_C,TP_COR_RACA_D,TP_COR_RACA_E,TP_NACIONALIDADE_A,TP_NACIONALIDADE_B,TP_NACIONALIDADE_C,TP_NACIONALIDADE_D,TP_ESCOLA_B,TP_ESCOLA_C,TP_ESCOLA_D,TP_ST_CONCLUSAO_A,TP_ST_CONCLUSAO_B,TP_ST_CONCLUSAO_C,TP_ST_CONCLUSAO_D,Q026_A,Q026_B,Q026_C,Q027_A,Q027_B,Q027_C,Q027_D,Q027_E,Q027_F,Q027_G,Q027_H,Q027_I,Q027_J,Q027_K,Q027_L,Q027_M,Q027_N,Q047_A,Q047_B,Q047_C,Q047_D,Q047_E,TP_SEXO_F,TP_SEXO_M,Q025_A,Q025_B
62428f6e41254f84c133817bdce5ce17d3c4334d,2,0,3,586.5,0,1,5,0,35,613.8,554.6,0,497.2,0,17,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
ac4024e77025925d2f6d3f2a79a3b376a4097cc3,5,4,2,0.0,1,1,2,0,50,0.0,0.0,0,0.0,0,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
974b707eb2896a22ff6d05552b0459a14a7fa469,5,0,7,627.6,0,3,7,0,35,649.2,596.0,0,665.7,0,18,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9efac07209f7869bec337540dc622cb4999698fd,5,4,9,0.0,1,2,5,0,35,0.0,0.0,0,0.0,0,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2c2e32f6cbf9f366cf69b249d9272b0e2eaf8f0b,2,5,2,0.0,1,0,2,0,26,0.0,0.0,0,0.0,0,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
a44f2b0a5311308b744381c3fb9d2bc526a2acc8,1,0,4,401.4,1,0,1,0,52,506.2,456.5,0,408.8,0,35,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
770143a317cdb3a9234e06d7fc1b36d963bdcc8e,3,10,2,535.0,1,1,6,0,13,528.0,519.2,0,433.2,0,32,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
7cb667a7c5a81abdeff4832b4aea171983b01690,5,0,2,409.6,0,1,5,1,33,413.3,460.2,0,409.0,0,19,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
f7517d628909ac50e8ad40b0d089244f1f3b3fc0,5,10,7,647.8,1,1,2,0,23,675.0,630.4,0,580.6,0,39,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
e41d952345e1f4e9e0e8de3d851fa22771975e6f,5,0,6,564.3,0,1,3,0,35,579.8,501.9,0,647.0,0,18,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
f381da30391f67122dae82de6568b27404f75201,3,2,1,394.2,1,0,3,0,21,375.0,366.6,0,0.0,0,22,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
122aff7ce44c153dd1d9549da08644f617432b11,3,0,1,0.0,0,0,1,0,21,0.0,0.0,0,0.0,0,18,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0671e5b7ee76159ab3edfa9d242c944c16cb62b4,5,5,2,0.0,1,1,5,0,26,0.0,0.0,0,0.0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
b02ab1917f52c1520253d33b240a0e20c400bbec,5,0,8,404.1,0,1,5,0,25,472.7,553.6,0,366.0,0,18,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ba4914114782fe08cb1b81a947b67d66ca6fc961,5,0,1,609.7,0,0,5,0,42,543.3,543.7,0,556.4,0,17,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2edd3fee21447a4976624c70f782732891b88a9f,3,2,2,597.2,1,1,4,0,27,630.6,470.0,0,610.6,0,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
f81171e7515d1d9be9259401f6877564d3b24ecc,4,0,1,397.1,1,1,7,0,31,380.6,364.3,0,430.5,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
d79d7f2d721fb043094b72eb9bec0b233a4aabf8,2,0,2,0.0,0,0,2,0,41,0.0,0.0,0,0.0,0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
97d249a6a64d32270b71a0d163cce10cea8e2462,2,0,4,0.0,1,1,2,0,17,0.0,0.0,0,0.0,0,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1ab588adbc6df6ddb40ec310567466be076f83e1,7,1,8,0.0,0,1,5,0,35,0.0,0.0,0,0.0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
f5e5adb82d0c3424c7fc9fdf53c287aa76c93c44,0,0,2,362.7,1,0,0,0,26,514.9,408.1,0,371.6,0,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
c8fe3b9864aaeef20e16cc0e3f3b82372187fa10,7,4,2,528.2,1,1,5,0,26,538.9,399.1,0,513.1,0,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
78b98dd3f4b506b91bb589a6b9e3e10c5759f90c,3,0,1,0.0,1,0,4,0,29,0.0,0.0,0,0.0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
b7340c6ffa3f2bbe3d2ab30473f7b0cfd1fe2135,2,4,0,497.0,0,0,2,0,35,438.5,482.3,0,535.6,0,52,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
d368675a4506b8f7f1d66c562571ded50de41b63,2,0,2,542.0,1,1,4,0,31,516.6,481.1,0,404.3,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
7901e1e9a4b058d2121503b41818553d799740db,2,0,0,0.0,1,0,2,0,22,0.0,0.0,0,0.0,0,54,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
06bf2a2e939e92a5156054787c79b756398cafdc,0,0,2,0.0,1,0,0,0,23,0.0,0.0,0,0.0,0,19,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
c51f2d1f852b67195010cd7b9f18cc958f3dae73,3,0,4,486.2,0,2,5,0,31,475.0,478.2,0,467.3,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
cc0961c94e3b45e7119222367b20e6d0b26ec241,3,3,1,592.9,1,0,1,0,31,595.4,489.3,0,349.8,0,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
83216e3957871c1cdb07322bcac053eff6037f69,2,0,1,464.0,0,1,2,0,35,570.1,381.5,0,439.9,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
da1c9681b494a65f51f279258418e5218504e1b3,7,0,1,402.5,1,0,5,0,26,510.6,382.5,0,369.3,1,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
897c2b2805b4b7852b321404be45a2f4e0afb847,6,4,3,473.3,1,1,2,0,23,399.5,386.8,0,455.2,0,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6a8e1f4005372fee0319ec1fcdddc4f807e0102d,1,8,2,0.0,0,1,1,0,52,0.0,0.0,0,0.0,0,29,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4bcbce081f05516d54ab7557fdcec03f1f1f9dd5,2,3,2,489.5,1,0,4,0,23,491.1,434.3,0,421.0,0,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
0b2242ef9e262d0bed9c5a33fe3f706157e90897,5,0,1,447.4,1,1,1,0,23,527.8,462.8,0,388.6,1,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
fadb923a902581188f61177cfd58b670ff0f7ceb,3,0,3,618.2,0,1,5,0,35,581.0,381.6,0,484.4,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
17608120c89aaee0143ad0201de40fe1b6d1dfb2,4,0,8,0.0,1,1,6,0,31,0.0,0.0,0,0.0,0,20,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
94a83dab29c99bc6cd0cbbfaf8ba44da4b2041e7,5,1,2,482.3,1,0,4,0,15,588.2,477.3,0,431.8,0,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
edf228f05a04bd557554deb731722cf19eb109e3,5,1,1,393.8,1,1,3,0,26,428.2,551.4,0,552.5,0,18,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
28907851bedcec9ce9da645dc416b38dc025f4f1,4,0,3,609.8,1,0,5,0,53,582.4,414.4,0,613.9,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
01e61e1bd9a1ee1890f654ba2621f4e1efb3d260,1,7,4,0.0,1,1,1,0,52,0.0,0.0,0,0.0,0,42,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6b50196ada7b5038605e08209b2185c8fb6680d9,3,0,2,449.9,1,0,4,0,31,571.4,526.9,0,485.7,0,17,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
0bcb45feb55c6b1673f4cd48fb1fcf21cfd11a33,4,0,3,0.0,1,0,2,0,43,0.0,0.0,1,0.0,0,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
03613086d7716223b7f681b9ad334a92579a2c64,4,0,1,506.7,1,1,4,0,28,500.1,403.4,0,407.2,1,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
3b818173b0a29b09e5ebbfae3b38df38888d4483,2,0,1,446.1,0,0,2,0,23,464.2,456.8,0,462.7,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
54ede39ea0a49d900f6f4e421b648aa072412698,3,0,1,440.6,1,1,3,0,23,504.9,383.5,0,605.1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
b827695c2b336a1285217ad6df3246abbe7450fe,4,3,2,0.0,0,1,5,0,35,0.0,0.0,0,0.0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
67d584f42402fcef57f3046368d4b239db9303ac,1,0,15,459.1,1,1,7,0,41,539.6,511.7,0,416.9,0,20,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
549453973a785893b135607ad8ed71e41974d9fd,5,3,6,580.5,1,1,4,0,42,608.9,524.6,0,404.6,0,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
997b17d225aa62f68915dadaf48897ebd3e0e0a7,6,0,6,506.5,0,1,4,0,53,496.0,446.4,0,433.0,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
8ce49bc5d4ac8bddefb1f06bc0d24d262ef52476,2,0,2,431.8,1,0,2,0,15,478.0,369.3,0,414.3,0,18,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
0dba81c8302e38fa4486c8dcc6535b7e718a70ff,6,2,16,522.8,1,4,7,0,35,458.5,517.0,0,641.6,0,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
df0f9485976c4051e4aae1f99185b5a98831b86c,0,2,8,531.7,0,2,0,0,31,574.0,535.6,0,382.0,0,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
4aa25e4b7578cf804560405f62a1991610a308ed,5,1,2,0.0,0,0,5,0,35,0.0,0.0,0,0.0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7f769903a06864ad7bfc2d648122839307efd5e7,3,0,1,546.6,1,1,4,0,31,558.1,443.1,0,489.1,0,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
521abea96b89fe7ce1037b2471c811ef11f0c344,5,0,8,560.5,0,3,5,0,31,588.0,458.9,0,604.1,0,17,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
a0aeb4de2156ccf5a2aa5aa1fb5375247444ab4f,6,2,1,553.6,0,0,2,0,21,591.2,564.3,0,574.9,0,18,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
d650d21c83269f5020c3a76026156984706076e4,3,0,1,462.9,0,0,2,0,26,529.8,400.1,0,398.1,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
d057b826ab59a9436309772f22463f96028f9d6b,5,0,3,588.8,1,2,5,0,35,570.4,501.3,0,430.8,1,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3f7ef4352d7490bfc2863b00a873a874a8c49d59,3,2,2,518.3,1,1,2,0,29,476.3,409.1,0,449.4,0,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
4d6f99fb3f11dafb0e8b326c614d5e91d83bbdc7,3,0,2,569.0,1,0,4,0,29,538.8,448.0,0,465.0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
a8cd403d8e1f1c5852a9da762119325a9c86695b,2,2,2,0.0,1,0,2,0,35,0.0,0.0,0,0.0,0,20,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
cad06226af26b18ae0af9e439284f93b67b5dfae,5,5,1,0.0,1,0,5,0,13,0.0,0.0,0,0.0,0,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
993aaff13123a35e3a5d5dc2f0a9e1cc5fe6ae3e,5,0,1,510.3,1,1,3,0,35,463.3,403.2,0,397.9,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
629d2d07bd98e3576bb2d71ec9046b1d690305c8,4,0,3,537.1,1,2,3,0,33,561.8,462.5,0,551.0,0,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
fb43d3b481d027ffc6209af2084aff8b2934f105,4,10,2,0.0,0,1,1,0,21,0.0,0.0,0,0.0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
f924c6bb36892da43b9a3c0266d8f374820d57b7,5,0,1,502.2,0,1,5,0,26,505.8,388.4,0,452.3,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
63873afc4968d796cf011afd4b7b27fabde37440,4,0,1,0.0,1,1,4,0,43,0.0,0.0,0,0.0,0,22,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3a8652bf5a6cf6056a6768257af416685c30e06f,4,0,3,541.4,0,1,3,0,31,567.9,505.4,0,554.1,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
a738a1178137e7d42501c0dc843e59be959893f5,3,0,2,0.0,0,1,5,0,29,0.0,0.0,0,0.0,0,19,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
1a09b707b340e68cf61e45af9df64513ac4242e9,7,7,1,0.0,1,1,2,0,51,0.0,0.0,0,0.0,0,23,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0ce015e354571003ba4d68a7d963d561971225f6,5,4,7,0.0,0,3,5,0,42,0.0,0.0,0,0.0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3e016df05a428fcc0fe2cbef310063b7049a2803,5,5,3,564.9,1,1,5,0,42,616.7,520.4,0,570.9,0,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
03e67807acbe2af6da4c469cd84a8d4ecacd32ef,3,0,4,401.8,1,0,3,0,35,446.7,369.9,0,459.2,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
79c10e81480084ebd159abb50d2e37c4519170db,3,2,2,0.0,1,1,2,0,41,0.0,0.0,1,0.0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
58f69109dea99665e5a7ac6fc27f029a942fee09,4,10,2,359.1,0,1,2,0,50,477.8,380.9,0,422.8,0,28,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
19ebda9d34c06fcd77cf502ba7bed76cfb335487,7,0,7,523.7,1,2,4,0,23,594.9,457.0,0,667.0,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
28d47cb3af43a8cd1421e36a6de8371a24943c73,4,1,2,459.4,1,0,0,0,15,532.9,402.9,0,399.2,0,19,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
385211e36dc92ed6b5bd59f8af6d0defa9f8d851,2,10,2,597.6,1,1,2,0,41,620.7,497.3,0,405.0,0,31,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
183e7ada4ee42d02a128f2cfa98a80b13c8fc4d9,6,0,3,489.0,1,0,5,0,23,549.2,533.5,0,603.5,0,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
6f0acbe96d7f6d3b10abfee76c1feef9d72acdd2,3,0,1,470.7,1,0,3,0,23,482.8,449.0,0,421.5,0,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
12e2f6b409db1d36ffb544c7769845d318035de1,3,4,1,533.9,1,1,3,0,29,544.7,484.1,0,463.9,0,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
99d2c0cf583247a1ec7a3683d563f935d6c4e952,4,0,5,494.3,0,1,5,0,41,513.0,472.3,0,546.2,0,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
f9b84b58342079d2c944cefaa00da325c317c4bf,5,0,1,540.2,1,0,2,0,29,446.1,569.0,0,400.8,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
ff9d81ab1f997b3ccece59d62749b53483b43203,5,0,1,449.4,0,0,5,0,23,548.6,465.3,0,478.4,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
9c9d90eee2540a3b590dd39f7e80adb942784cca,4,0,2,511.3,1,1,5,0,23,598.9,559.2,0,441.7,1,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
f2d9e98dfd355c1d1588f142282a28ae5b7237a4,5,0,8,484.0,1,2,5,0,53,587.0,546.8,0,505.6,0,17,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
dd60e7ef8fa4a2021a406e9ba642f7b4a6ff7671,5,6,0,0.0,1,0,5,0,13,0.0,0.0,0,0.0,0,23,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
4ecf217cdc613ea159f59798f0cc4ffead1895ba,5,0,1,445.7,1,0,5,0,23,389.9,415.4,0,487.3,1,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
df393bc29cf72bb8102e3e7075e34580aa4b35cb,0,0,4,525.7,1,1,0,0,33,515.2,451.2,0,417.4,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
